user_id,tenure_days,num_trades_30d,avg_trade_size,deposit_30d,withdrawal_30d,account_balance,num_support_tickets,is_verified,account_type,country,churn
U100744,47,8,68.88,498.44,153.92,2467.16,0.0,1,standard,AE,0
U100745,413,4,130.72,822.66,56.24,1738.55,0.0,1,vip,PH,0
U100746,87,7,1034.34,959.84,89.98,606.93,,1,standard,IN,0
U100747,141,12,43.44,195.13,291.86,57.9,0.0,1,standard,Other,1
U100748,426,8,403.51,480.57,123.87,1207.9,1.0,1,premium,Other,0
U100749,176,6,366.52,527.68,2085.29,914.69,1.0,1,standard,PH,0
U100750,22,5,158.69,730.58,428.45,314.74,1.0,0,standard,AE,0
U100751,505,8,254.65,522.55,462.45,1515.93,0.0,1,standard,Other,0
U100752,177,9,357.41,434.7,579.03,635.57,2.0,1,premium,ID,1
U100753,73,4,167.17,124.7,345.48,4610.31,1.0,1,standard,AE,0
U100754,26,9,516.63,613.52,99.55,1356.9,1.0,1,standard,AE,0
U100755,284,6,670.42,339.81,457.73,122.93,0.0,1,standard,IN,0
U100756,174,11,251.22,1065.03,165.68,1981.58,1.0,1,standard,AE,0
U100757,137,9,111.94,617.55,43.27,2078.48,0.0,1,standard,AE,0
U100758,403,8,362.7,29.26,375.46,,1.0,1,standard,Other,0
U100759,279,8,232.4,114.57,336.37,2370.9,0.0,1,standard,PH,0
U100760,29,7,944.65,235.13,466.31,1377.98,1.0,1,premium,ZA,0
U100761,67,7,323.46,331.16,204.58,812.35,1.0,1,standard,AE,0
U100762,51,7,375.23,1681.33,520.86,2764.71,2.0,1,standard,AE,0
U100763,245,7,417.61,677.12,63.09,423.49,2.0,1,standard,ID,0
U100764,6,12,314.31,169.14,21.05,2405.85,2.0,1,standard,ZA,0
U100765,151,11,187.08,692.87,251.04,575.12,0.0,1,premium,Other,0
U100766,258,7,148.59,416.9,125.26,3535.64,1.0,1,standard,PH,0
U100767,376,4,413.21,698.56,81.48,855.51,0.0,1,standard,Other,0
U100768,75,14,309.59,257.49,175.42,960.67,1.0,1,standard,AE,0
U100769,309,10,289.58,1794.38,401.07,369.38,1.0,1,standard,AE,0
U100770,21,11,272.63,1169.39,147.58,1366.73,1.0,1,standard,AE,0
U100771,337,5,259.18,597.52,877.38,1383.63,0.0,1,standard,AE,0
U100772,24,13,424.43,228.13,34.78,5445.57,0.0,1,premium,PH,0
U100773,91,8,82.59,697.75,114.97,2958.02,2.0,1,standard,Other,0
U100774,287,5,107.05,67.41,664.79,745.13,1.0,1,premium,IN,0
U100775,29,7,115.64,1235.24,190.27,1690.96,1.0,1,standard,Other,0
U100776,46,8,242.63,1037.95,284.21,1107.79,0.0,1,standard,AE,0
U100777,230,10,342.71,541.37,151.54,694.52,1.0,1,premium,ZA,0
U100778,229,5,341.54,129.65,713.47,807.57,0.0,0,premium,ID,1
U100779,184,5,285.31,255.82,105.56,959.18,1.0,1,standard,IN,0
U100780,213,4,307.14,18.41,242.58,1390.13,3.0,0,standard,PH,1
U100781,140,5,111.11,292.01,476.81,958.8,0.0,0,premium,AE,0
U100782,52,12,261.53,115.93,84.85,89.48,1.0,1,vip,IN,1
U100783,76,2,159.77,31.68,30.23,1180.22,1.0,1,premium,ZA,0
U100784,36,7,287.43,227.39,399.91,1361.22,1.0,1,standard,IN,0
U100785,430,9,75.08,248.14,54.06,2551.82,1.0,1,standard,Other,0
U100786,157,9,235.96,83.94,337.99,,1.0,1,standard,Other,0
U100787,92,7,850.63,462.75,321.09,1925.84,0.0,1,standard,AE,0
U100788,111,10,463.67,790.35,264.56,5050.03,0.0,1,standard,IN,1
U100789,529,8,,486.61,1143.26,816.29,2.0,1,standard,IN,0
U100790,29,10,384.25,331.02,419.48,1385.08,0.0,1,standard,IN,0
U100791,158,10,215.0,357.0,1888.87,4277.82,1.0,1,premium,ID,1
U100792,126,3,368.14,271.15,123.66,1327.68,2.0,1,standard,AE,0
U100793,170,4,14.86,225.08,279.19,403.29,,1,standard,Other,0
U100794,3,7,91.23,478.12,78.06,1228.12,0.0,1,standard,IN,0
U100795,370,7,194.46,500.69,881.82,4107.74,0.0,1,standard,AE,0
U100796,484,8,531.94,359.63,163.75,4420.8,1.0,1,standard,ZA,0
U100797,149,4,194.88,233.42,46.73,2673.95,0.0,1,standard,ZA,0
U100798,214,9,200.33,127.36,275.99,2090.05,2.0,1,premium,Other,1
U100799,460,13,87.85,49.78,114.72,1012.58,0.0,1,standard,ZA,0
U100800,221,8,190.85,127.58,330.16,1114.06,0.0,0,standard,IN,1
U100801,29,9,672.93,231.39,197.26,600.84,0.0,1,premium,Other,0
U100802,154,10,303.71,254.07,426.83,517.63,0.0,1,standard,IN,0
U100803,167,5,117.37,2084.64,7.39,2230.9,1.0,0,standard,PH,0
U100804,99,6,412.06,726.93,227.94,1098.48,0.0,1,standard,IN,0
U100805,240,5,325.23,480.51,75.7,2200.62,0.0,1,standard,AE,0
U100806,490,10,318.97,598.57,586.76,324.89,1.0,1,standard,ZA,0
U100807,467,7,599.58,1766.17,815.29,878.57,3.0,0,premium,IN,0
U100808,107,9,50.36,173.42,107.51,265.09,0.0,0,standard,IN,0
U100809,21,11,401.33,1280.19,40.42,3661.05,1.0,1,standard,ZA,0
U100810,754,7,506.93,7.15,223.46,2322.6,1.0,1,standard,IN,0
U100811,328,8,37.59,287.45,88.05,1339.97,3.0,1,standard,AE,0
U100812,23,9,219.71,107.45,97.07,3349.39,0.0,1,premium,IN,0
U100813,456,9,,44.62,30.92,599.93,1.0,1,standard,PH,0
U100814,367,5,192.62,1036.32,94.11,3358.67,0.0,0,standard,AE,0
U100815,131,10,363.41,283.06,101.44,52.41,,1,standard,ID,0
U100816,161,8,404.37,237.96,4.34,1772.05,1.0,0,standard,AE,1
U100817,91,11,752.22,287.09,725.47,315.06,1.0,1,standard,AE,0
U100818,10,8,221.28,399.09,412.35,1556.22,0.0,1,standard,IN,0
U100819,73,5,537.8,147.27,48.1,955.38,2.0,1,premium,ZA,0
U100820,292,9,223.42,43.67,71.15,1180.34,1.0,1,standard,IN,0
U100821,1,9,888.89,333.65,47.33,3599.2,0.0,1,premium,IN,0
U100822,73,9,397.63,402.3,128.74,3283.07,0.0,1,premium,ID,0
U100823,91,5,292.1,1099.6,121.8,3214.84,1.0,1,standard,PH,0
U100824,138,10,122.54,321.71,1211.16,4111.79,0.0,1,standard,PH,0
U100825,454,10,510.43,378.65,127.79,1230.09,1.0,1,standard,AE,0
U100826,76,9,369.25,116.71,304.67,1336.73,0.0,1,standard,IN,0
U100827,76,8,265.83,117.35,73.93,1089.41,1.0,1,standard,ZA,0
U100828,240,8,604.23,483.37,448.93,1406.93,1.0,1,standard,Other,0
U100829,108,10,770.01,657.49,123.62,5713.47,1.0,1,standard,AE,0
U100830,45,10,571.52,837.25,29.5,2156.31,0.0,0,standard,ZA,0
U100831,108,3,563.3,459.34,98.41,655.03,0.0,1,standard,PH,0
U100832,27,14,292.1,146.33,90.14,289.89,1.0,1,standard,IN,0
U100833,34,11,557.27,104.88,337.86,221.94,,0,premium,AE,1
U100834,124,8,666.18,458.18,208.15,363.71,0.0,1,standard,ID,0
U100835,97,8,447.22,61.7,270.25,1526.42,0.0,1,premium,Other,0
U100836,443,8,403.37,109.03,509.34,587.25,1.0,1,premium,ZA,0
U100837,81,9,167.33,166.62,14.78,1597.16,1.0,1,standard,IN,0
U100838,156,12,266.9,555.82,158.21,394.23,2.0,1,standard,AE,0
U100839,180,13,316.38,977.21,117.1,1454.53,1.0,1,standard,ID,0
U100840,2,11,98.09,365.59,335.32,491.99,1.0,1,standard,IN,0
U100841,196,7,112.31,432.23,303.79,592.63,0.0,1,standard,AE,0
U100842,35,7,399.3,329.73,11.52,1329.36,0.0,1,standard,ID,0
U100843,584,5,519.89,289.88,309.14,830.32,2.0,1,premium,IN,0
U100844,28,6,717.09,512.52,87.27,2349.14,0.0,1,standard,AE,0
U100845,96,3,138.66,292.17,626.82,2319.44,0.0,0,standard,ZA,0
U100846,16,9,877.25,1217.4,177.26,1472.45,0.0,1,standard,ZA,0
U100847,1038,13,,410.61,82.32,3185.9,2.0,1,standard,ZA,0
U100848,125,7,175.41,451.36,633.07,577.77,1.0,1,standard,PH,0
U100849,162,7,50.34,339.11,70.5,474.27,2.0,1,premium,AE,0
U100850,12,11,511.02,687.02,498.73,259.21,3.0,1,standard,IN,0
U100851,249,6,302.31,161.45,344.71,1566.9,,0,standard,ID,0
U100852,42,9,879.14,115.93,653.16,353.34,1.0,1,standard,AE,0
U100853,410,13,167.5,612.31,355.26,904.7,2.0,1,standard,Other,0
U100854,41,11,608.6,408.89,545.33,667.07,0.0,1,standard,ID,0
U100855,38,11,265.8,619.39,243.8,301.37,0.0,1,premium,IN,0
U100856,6,8,119.45,252.08,807.51,942.65,,1,standard,ID,0
U100857,114,12,329.7,384.89,190.01,731.4,2.0,1,standard,IN,0
U100858,149,12,194.15,220.89,30.66,1062.36,0.0,1,standard,IN,0
U100859,12,15,,323.46,32.92,1533.45,1.0,1,standard,IN,0
U100860,268,4,295.52,53.98,13.62,704.83,0.0,1,vip,ID,0
U100861,108,6,73.07,16.93,994.02,1941.15,3.0,1,premium,IN,0
U100862,133,5,39.8,66.91,209.19,470.57,1.0,1,premium,ID,0
U100863,104,8,427.76,672.48,10.14,3885.69,0.0,1,standard,PH,0
U100864,92,10,377.18,655.47,358.37,1107.23,1.0,0,standard,AE,0
U100865,147,7,479.58,1257.22,133.89,3176.08,,1,standard,PH,0
U100866,30,7,,629.29,653.66,1656.38,3.0,1,standard,AE,0
U100867,36,3,242.26,235.97,398.07,1895.88,0.0,1,standard,IN,1
U100868,356,10,95.4,331.78,343.65,39.67,0.0,1,standard,ID,0
U100869,525,9,331.55,15.99,103.33,3452.98,,0,standard,Other,0
U100870,84,8,951.41,239.04,1049.62,2250.91,0.0,0,standard,AE,1
U100871,56,9,212.5,385.74,263.83,5986.51,2.0,1,standard,ZA,0
U100872,185,7,232.07,783.55,394.36,1412.71,1.0,1,standard,ZA,0
U100873,94,7,148.45,357.72,77.42,2772.57,2.0,1,premium,ID,0
U100874,4,10,408.36,95.97,156.64,2505.09,0.0,1,premium,AE,0
U100875,30,6,519.68,745.2,24.0,2379.45,0.0,1,standard,ZA,0
U100876,226,6,163.64,209.33,154.36,2252.85,1.0,1,standard,AE,1
U100877,193,8,,145.01,321.13,582.08,1.0,1,standard,AE,0
U100878,4,11,11.23,314.7,11.12,1343.43,0.0,1,premium,ZA,0
U100879,45,8,300.91,206.81,32.42,563.53,2.0,1,standard,ZA,0
U100880,47,11,121.01,385.19,74.54,1598.16,0.0,1,standard,Other,0
U100881,200,8,62.82,589.57,61.94,1780.92,0.0,1,standard,AE,0
U100882,3,10,184.36,239.84,45.82,400.86,1.0,1,standard,IN,1
U100883,19,6,275.84,244.83,104.95,628.64,1.0,1,premium,AE,0
U100884,289,8,116.36,592.17,305.08,1011.09,0.0,1,premium,IN,0
U100885,35,7,590.98,593.57,24.31,564.46,1.0,0,standard,ID,0
U100886,190,7,97.24,418.15,37.74,676.8,1.0,1,premium,ID,0
U100887,48,3,408.95,298.9,263.51,1744.31,3.0,0,standard,IN,0
U100888,18,11,363.98,894.46,540.65,,1.0,1,standard,ZA,0
U100889,50,7,145.68,168.27,973.54,2356.58,1.0,1,standard,IN,1
U100890,230,6,381.03,598.55,41.54,1036.46,0.0,1,standard,ID,0
U100891,348,11,243.79,160.33,67.6,1904.55,1.0,1,standard,PH,0
U100892,319,2,379.23,376.1,58.93,675.95,0.0,1,standard,AE,0
U100893,91,7,264.73,79.42,1457.14,1003.61,2.0,1,premium,IN,1
U100894,198,9,56.73,386.72,126.33,1589.38,1.0,0,standard,ID,0
U100895,41,8,31.21,936.48,1262.82,1326.98,1.0,1,standard,PH,0
U100896,62,12,687.16,712.21,305.55,266.17,0.0,1,standard,IN,1
U100897,407,6,45.36,28.14,532.63,1178.8,1.0,1,standard,AE,0
U100898,2,13,249.78,906.86,304.33,2206.58,0.0,1,standard,Other,0
U100899,16,11,141.84,200.35,165.95,1342.13,0.0,1,standard,ZA,0
U100900,41,12,200.3,519.82,149.83,398.84,1.0,1,premium,ZA,0
U100901,4,4,485.37,333.25,404.54,2536.21,0.0,1,standard,ID,0
U100902,36,14,196.97,183.71,678.5,145.02,1.0,0,standard,ID,1
U100903,157,4,441.2,470.25,14.23,1882.74,2.0,1,standard,Other,0
U100904,98,12,644.67,191.54,100.51,600.18,1.0,1,standard,ID,0
U100905,401,5,357.57,620.24,46.8,1487.52,0.0,1,standard,AE,0
U100906,306,6,106.43,188.29,565.74,290.96,2.0,1,standard,Other,0
U100907,75,12,210.31,165.91,28.67,1430.62,0.0,1,premium,ID,0
U100908,54,9,398.92,632.59,218.04,3799.64,1.0,0,standard,AE,0
U100909,85,10,230.62,1652.63,767.85,1024.45,0.0,1,standard,ID,0
U100910,160,9,113.49,770.86,144.67,1281.69,0.0,1,standard,AE,0
U100911,56,8,555.89,683.94,240.11,1745.69,,0,standard,ID,0
U100912,176,11,179.73,346.16,194.89,1102.64,1.0,0,premium,PH,0
U100913,94,7,476.51,589.61,85.3,3451.91,,1,standard,ID,0
U100914,144,10,211.58,239.14,181.47,304.37,0.0,1,premium,IN,0
U100915,103,7,207.69,1054.51,1170.43,1341.56,1.0,1,standard,Other,0
U100916,62,16,180.49,44.63,943.32,1875.07,2.0,1,premium,Other,0
U100917,533,7,1001.63,331.56,743.3,1769.89,3.0,1,standard,IN,0
U100918,259,12,81.95,262.79,211.5,803.32,0.0,1,premium,ID,0
U100919,27,5,349.95,348.32,171.24,3097.54,3.0,1,standard,Other,0
U100920,365,7,292.83,175.16,53.56,2462.75,1.0,1,standard,AE,0
U100921,120,11,370.86,402.31,293.29,528.71,0.0,1,standard,IN,0
U100922,404,8,66.7,169.43,18.36,3159.83,2.0,1,standard,IN,0
U100923,289,11,419.69,223.42,198.35,378.36,0.0,1,standard,AE,0
U100924,99,6,89.96,535.81,264.28,1157.62,0.0,1,standard,IN,0
U100925,4,9,651.34,2062.82,41.11,2266.67,3.0,1,standard,ID,0
U100926,56,7,90.8,220.1,341.77,499.63,1.0,0,standard,AE,1
U100927,140,5,215.18,470.24,218.93,2609.65,0.0,1,standard,ZA,0
U100928,180,8,223.06,862.16,173.81,1048.47,1.0,1,standard,IN,0
U100929,53,4,456.14,495.8,323.85,2079.66,0.0,1,standard,AE,0
U100930,27,4,576.89,290.72,132.96,2898.44,1.0,1,premium,PH,0
U100931,324,4,392.02,285.95,143.7,998.83,1.0,1,premium,ID,0
U100932,748,12,302.83,912.54,150.96,3127.73,1.0,1,standard,PH,0
U100933,134,6,672.24,26.28,131.42,1080.18,0.0,1,standard,IN,0
U100934,33,9,671.06,399.16,193.16,4093.93,2.0,1,standard,AE,0
U100935,57,8,378.77,253.32,415.45,253.28,0.0,1,standard,AE,0
U100936,3,4,429.6,52.71,142.39,1397.52,1.0,1,standard,PH,1
U100937,442,10,236.93,365.01,140.95,2506.03,2.0,0,premium,IN,0
U100938,22,13,994.86,188.89,34.03,1920.6,0.0,1,premium,Other,0
U100939,154,7,160.63,109.45,48.93,716.94,0.0,1,standard,PH,0
U100940,57,6,343.91,996.49,277.52,4321.41,,1,premium,AE,0
U100941,145,11,661.41,133.74,124.0,754.12,1.0,1,premium,Other,0
U100942,189,6,701.15,97.68,389.56,2380.1,2.0,1,standard,AE,0
U100943,318,8,337.41,67.15,213.72,1146.83,1.0,1,standard,ID,0
U100944,41,6,267.54,451.65,336.14,1165.84,0.0,1,standard,ID,0
U100945,1,13,283.72,496.54,86.67,3249.89,0.0,0,standard,AE,1
U100946,26,7,170.04,1632.31,297.71,,3.0,1,standard,AE,0
U100947,414,5,91.14,258.13,28.62,1104.52,0.0,1,standard,IN,1
U100948,372,8,170.13,217.6,432.78,539.96,0.0,1,premium,ZA,0
U100949,163,5,203.39,93.41,244.32,2623.0,0.0,1,premium,IN,0
U100950,165,12,789.35,521.29,1770.55,620.8,0.0,1,premium,ID,1
U100951,196,11,631.86,63.39,232.61,4155.15,0.0,0,premium,IN,0
U100952,34,11,266.31,186.08,187.46,3309.22,0.0,1,standard,ZA,0
U100953,442,8,1127.65,429.46,205.14,1966.58,0.0,1,standard,IN,0
U100954,97,5,618.43,193.87,343.34,292.19,0.0,1,standard,Other,0
U100955,86,9,,188.11,117.89,684.96,1.0,1,standard,Other,0
U100956,131,12,110.13,154.16,272.12,3714.81,1.0,1,standard,Other,0
U100957,8,14,540.51,1041.87,235.84,700.46,0.0,1,standard,AE,0
U100958,32,4,533.71,177.5,528.65,856.03,0.0,1,standard,ID,0
U100959,241,6,241.43,527.2,152.11,1437.32,0.0,1,premium,ID,0
U100960,15,11,288.18,165.1,322.91,1820.35,1.0,1,vip,PH,0
U100961,166,9,132.18,214.76,368.91,1284.67,2.0,1,standard,IN,1
U100962,50,10,178.93,351.46,602.79,3443.96,2.0,1,standard,ID,0
U100963,88,5,458.45,968.92,93.38,3001.18,1.0,1,standard,ZA,0
U100964,61,4,107.72,16.9,334.5,798.47,0.0,1,standard,AE,0
U100965,79,5,171.47,880.71,180.42,1022.28,0.0,0,premium,ID,0
U100966,228,8,90.71,131.81,28.67,1432.81,0.0,1,standard,AE,0
U100967,63,12,497.92,393.93,223.06,2401.83,0.0,1,standard,AE,0
U100968,150,6,304.93,316.53,20.86,,1.0,1,standard,IN,0
U100969,116,16,226.44,82.15,517.43,1729.72,0.0,1,standard,AE,0
U100970,196,5,601.82,189.92,71.91,2548.24,0.0,1,vip,AE,0
U100971,497,7,106.08,317.58,127.3,975.69,1.0,0,standard,ZA,0
U100972,237,10,492.33,72.91,513.4,3077.64,0.0,1,premium,Other,0
U100973,43,7,120.18,738.61,220.7,1344.24,1.0,1,standard,ZA,0
U100974,5,10,241.49,353.31,648.35,1974.37,2.0,1,standard,IN,0
U100975,54,6,268.28,198.37,358.97,2465.99,0.0,1,standard,IN,0
U100976,162,8,25.38,245.36,419.42,436.9,0.0,1,premium,ID,0
U100977,9,10,675.35,734.97,133.49,1983.02,1.0,1,standard,Other,0
U100978,123,5,378.38,875.29,340.72,1170.3,0.0,1,premium,AE,0
U100979,163,6,123.28,142.93,163.03,899.37,1.0,1,standard,ID,0
U100980,73,10,233.19,92.09,293.3,3284.32,1.0,1,standard,ID,0
U100981,265,3,242.76,585.97,723.85,4069.89,0.0,1,standard,Other,0
U100982,20,1,49.76,107.91,383.9,2622.77,1.0,1,standard,ID,1
U100983,14,5,305.24,497.51,340.49,662.46,,1,premium,PH,0
U100984,234,14,457.67,125.97,616.22,96.25,4.0,0,standard,AE,0
U100985,123,8,394.76,124.97,224.4,2068.68,3.0,1,standard,IN,0
U100986,209,7,288.69,52.11,91.88,3709.04,0.0,0,standard,ZA,0
U100987,102,7,735.49,1335.68,636.93,1239.63,0.0,1,standard,ZA,0
U100988,50,11,827.5,879.45,679.72,1598.3,1.0,1,standard,Other,0
U100989,307,8,175.6,255.9,582.06,4285.53,1.0,1,standard,ID,0
U100990,289,2,287.77,411.98,14.51,3901.45,0.0,0,premium,IN,0
U100991,213,14,174.06,401.57,342.18,1580.51,2.0,1,premium,ID,0
U100992,57,9,388.41,1352.22,317.99,2131.0,2.0,1,standard,ZA,0
U100993,160,5,382.82,476.75,164.59,1477.75,1.0,1,standard,PH,0
U100994,80,11,229.22,680.67,236.47,594.73,1.0,0,standard,Other,0
U100995,17,7,57.16,992.08,387.45,1094.61,0.0,0,standard,AE,0
U100996,448,6,314.38,139.19,361.22,1358.46,0.0,1,standard,ZA,0
U100997,26,9,123.05,164.83,371.33,1253.97,0.0,0,standard,AE,0
U100998,540,9,380.68,876.78,87.93,607.85,0.0,0,premium,IN,0
U100999,106,7,565.38,247.31,802.08,738.86,1.0,1,premium,AE,0
U101000,36,5,294.46,118.49,303.9,511.78,0.0,1,standard,PH,0
U101001,140,6,98.86,381.49,472.83,2857.81,0.0,1,standard,Other,0
U101002,371,7,763.32,855.51,139.49,3775.7,0.0,1,standard,AE,0
U101003,237,13,99.81,1458.72,481.34,1659.35,0.0,1,standard,PH,0
U101004,295,7,297.89,1154.63,94.65,182.4,0.0,1,standard,AE,0
U101005,193,8,308.76,9.83,97.11,261.85,0.0,1,standard,ID,0
U101006,212,2,466.01,254.97,141.84,1968.25,1.0,1,premium,ZA,0
U101007,340,8,66.12,85.95,146.85,1221.76,0.0,0,standard,ID,0
U101008,51,4,160.89,146.89,205.51,131.4,0.0,1,standard,AE,0
U101009,120,10,126.44,393.74,9.23,3211.34,0.0,1,premium,Other,0
U101010,45,11,132.94,391.62,1258.85,1233.96,,1,standard,ID,0
U101011,791,7,99.12,10.54,90.28,877.38,1.0,1,vip,Other,0
U101012,519,11,126.66,147.75,422.27,,0.0,1,standard,PH,0
U101013,7,10,114.95,1215.42,431.15,1169.7,1.0,1,standard,Other,0
U101014,220,11,370.5,63.41,198.29,,0.0,1,premium,IN,0
U101015,466,12,537.64,858.15,96.48,1743.66,0.0,0,standard,Other,0
U101016,35,7,120.0,201.19,526.97,1072.92,3.0,1,vip,Other,1
U101017,151,7,131.24,332.65,251.66,198.3,1.0,0,standard,IN,1
U101018,444,8,345.8,946.48,139.58,1723.26,,1,vip,Other,0
U101019,6,10,377.99,268.08,130.44,630.86,0.0,1,standard,PH,0
U101020,215,11,95.16,1273.41,536.15,2407.46,0.0,1,standard,ZA,0
U101021,63,10,174.7,60.33,414.7,1326.55,0.0,1,standard,AE,0
U101022,464,9,157.6,724.93,200.14,1322.84,1.0,1,standard,AE,0
U101023,637,3,499.87,652.45,539.05,434.15,1.0,0,premium,ZA,0
U101024,519,7,109.16,1166.15,311.1,2044.59,2.0,1,standard,IN,0
U101025,115,3,28.55,562.62,366.41,1395.52,0.0,1,standard,AE,0
U101026,356,10,189.24,295.53,275.83,2006.52,0.0,1,standard,IN,0
U101027,335,7,206.82,135.96,124.93,1115.8,0.0,1,standard,PH,0
U101028,69,6,251.57,246.01,158.96,392.69,2.0,1,premium,ID,0
U101029,317,11,290.2,50.51,23.41,2849.84,0.0,1,standard,ZA,0
U101030,6,7,683.4,693.99,320.71,2629.28,1.0,1,standard,PH,1
U101031,163,12,427.57,330.5,70.55,770.46,0.0,1,standard,IN,0
U101032,47,4,135.64,287.94,380.14,959.38,1.0,1,standard,AE,0
U101033,23,8,162.25,228.07,134.92,385.58,3.0,1,standard,IN,0
U101034,14,8,217.93,622.53,1161.01,391.62,1.0,1,vip,Other,1
U101035,214,4,281.98,285.99,258.38,1527.03,0.0,0,standard,ID,0
U101036,74,11,176.34,362.4,26.58,1914.7,0.0,1,standard,ID,0
U101037,232,7,320.46,356.45,32.4,1793.93,0.0,1,premium,PH,0
U101038,12,8,143.71,556.27,117.98,2000.18,2.0,1,premium,AE,0
U101039,68,11,154.49,521.71,93.71,3708.04,0.0,1,vip,ZA,0
U101040,139,3,202.4,944.81,1577.65,1129.41,1.0,1,premium,IN,0
U101041,281,10,124.54,852.39,5.46,2958.09,0.0,1,standard,IN,0
U101042,69,11,47.08,224.49,189.13,4557.13,2.0,1,standard,IN,0
U101043,176,3,630.89,1416.85,786.32,371.02,1.0,1,standard,AE,0
U101044,390,10,115.62,515.72,334.33,1736.85,0.0,1,standard,IN,0
U101045,172,9,370.91,1650.0,105.84,1270.86,2.0,1,standard,AE,1
U101046,47,8,566.98,457.72,657.9,758.47,0.0,1,premium,PH,1
U101047,4,9,309.15,246.92,392.49,954.71,1.0,1,standard,IN,0
U101048,367,7,182.33,195.6,22.65,210.79,1.0,1,standard,ZA,0
U101049,3,6,303.25,44.25,553.51,437.55,0.0,1,standard,IN,1
U101050,373,10,513.22,423.66,442.23,1983.01,1.0,0,standard,AE,0
U101051,135,12,682.38,444.07,65.28,2098.73,2.0,1,standard,ZA,1
U101052,503,8,74.73,335.9,1274.18,1318.96,0.0,1,premium,ZA,0
U101053,288,9,743.04,482.06,226.89,2263.31,2.0,1,premium,AE,0
U101054,1112,11,292.88,75.28,227.3,1039.29,0.0,1,standard,ZA,0
U101055,77,9,358.05,309.93,501.73,1078.59,3.0,1,standard,AE,1
U101056,262,6,266.53,101.66,212.47,1029.24,1.0,0,standard,AE,0
U101057,92,8,69.2,494.78,159.99,969.58,0.0,0,standard,ZA,0
U101058,117,6,187.55,396.79,211.53,637.26,0.0,0,premium,IN,0
U101059,177,9,256.48,846.08,294.52,946.06,2.0,1,premium,AE,0
U101060,372,7,168.77,254.34,448.25,,1.0,1,premium,ID,0
U101061,745,7,518.32,841.91,108.99,2782.84,1.0,1,premium,ID,0
U101062,263,6,116.4,307.69,503.21,247.26,1.0,1,premium,ZA,0
U101063,97,9,219.06,614.43,128.66,2903.92,1.0,1,standard,AE,0
U101064,98,13,194.5,155.16,212.33,652.92,0.0,1,premium,PH,0
U101065,240,5,156.89,357.36,93.03,1027.2,1.0,1,standard,AE,0
U101066,49,2,336.99,323.82,45.27,1619.17,0.0,1,premium,ID,1
U101067,21,5,369.61,885.62,404.02,5028.28,1.0,1,premium,ZA,0
U101068,78,6,172.29,323.0,504.37,884.16,0.0,1,standard,IN,0
U101069,60,9,94.45,326.29,95.97,3171.12,1.0,1,premium,Other,0
U101070,63,11,182.22,1560.06,721.48,612.05,0.0,1,standard,PH,0
U101071,47,9,488.39,698.62,156.31,292.68,2.0,1,vip,IN,0
U101072,7,5,127.21,264.86,38.44,2635.35,0.0,1,standard,AE,0
U101073,3,10,251.92,564.24,43.23,1119.87,2.0,1,standard,AE,0
U101074,791,5,88.45,754.47,550.48,3124.38,1.0,1,standard,PH,0
U101075,100,14,147.23,385.29,124.42,3502.44,0.0,1,standard,AE,0
U101076,87,5,152.3,677.25,138.66,617.78,1.0,1,standard,IN,0
U101077,204,8,137.18,356.7,42.08,608.09,0.0,1,standard,AE,0
U101078,44,6,327.83,890.72,84.48,1331.72,0.0,1,standard,AE,0
U101079,539,13,96.3,34.23,276.33,3085.19,0.0,1,standard,AE,0
U101080,277,8,292.5,130.29,119.76,2670.87,1.0,1,premium,Other,0
U101081,16,6,810.48,233.98,142.34,,0.0,1,standard,PH,0
U101082,97,7,300.32,675.91,269.63,756.02,1.0,1,standard,PH,0
U101083,380,5,106.05,478.02,255.81,1585.74,0.0,1,standard,PH,0
U101084,521,11,363.31,162.59,309.41,182.38,2.0,1,standard,AE,0
U101085,113,11,348.52,398.1,370.04,220.55,1.0,1,premium,Other,0
U101086,171,9,476.0,36.94,965.88,3221.72,1.0,1,standard,AE,0
U101087,32,5,203.63,52.45,101.94,705.47,1.0,1,standard,AE,1
U101088,851,11,359.4,105.31,88.54,1437.62,2.0,1,standard,IN,0
U101089,47,6,167.79,652.03,181.65,504.28,0.0,1,standard,ID,0
U101090,514,10,156.54,493.03,204.58,3686.74,1.0,0,standard,AE,0
U101091,188,4,,273.01,196.69,1045.19,1.0,1,standard,ZA,0
U101092,168,7,37.98,669.42,575.44,1299.64,0.0,1,standard,IN,0
U101093,129,11,400.34,935.58,270.8,1303.29,1.0,1,standard,ID,0
U101094,47,10,1217.48,110.89,214.16,645.01,1.0,1,premium,ZA,1
U101095,34,7,231.85,865.71,44.61,1790.58,1.0,1,premium,Other,0
U101096,44,10,480.46,161.22,17.39,3372.5,1.0,1,standard,PH,0
U101097,37,8,301.31,193.39,448.15,5116.62,0.0,1,standard,ID,0
U101098,272,3,883.34,1335.31,606.7,471.8,0.0,1,standard,Other,0
U101099,77,7,342.31,411.06,201.98,1206.62,1.0,1,standard,ID,0
U101100,10,6,111.62,222.85,773.7,34.92,0.0,1,premium,ID,1
U101101,625,8,82.23,575.43,91.04,349.33,1.0,1,vip,AE,0
U101102,387,9,72.47,737.49,41.84,1574.28,1.0,1,standard,AE,0
U101103,472,10,193.57,415.43,228.11,1598.7,0.0,1,standard,AE,0
